User-ID,Favorite_Main_Genres,Favorite_Sub_Genres,Favorite_Authors,Average_Rating_Given,Number_of_Books_Rated,Highest_Rated_Genres,Reading_Diversity,Most_Frequently_Read_Genres
273476,Children's Books,Picture Books,Dreamland Publications,3.5,1,Children's Books,1,Children's Books
273483,Higher Education Textbooks,Computer Science,Stallings,3.5,1,Higher Education Textbooks,1,Higher Education Textbooks
273491,Children's Books,Money & Jobs,Ladybird,3.5,1,Children's Books,1,Children's Books
273507,Children's Books|Politics|Romance,Geography & Cultures|Freedom & Security|Literature & Fiction,DK|Ajay Bisaria|Wonder House Books,3.7857142857142856,7,Politics|Romance|Children's Books,4,Children's Books|Politics|Romance
273516,Children's Books,Growing Up & Facts of Life,Cori Doerrfeld,3.5,1,Children's Books,1,Children's Books
273520,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paramahansa Yogananda,4.0,1,"Biographies, Diaries & True Accounts",1,"Biographies, Diaries & True Accounts"
273535,Higher Education Textbooks|Literature & Fiction,Social Sciences|Short Stories,Rudrangshu Mukherjee|Adhiti Aravind,4.0,2,Higher Education Textbooks|Literature & Fiction,2,Higher Education Textbooks|Literature & Fiction
273586,"Computing, Internet & Digital Media",Operating Systems,Michael W Lucas,4.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
273587,"Children's Books|Literature & Fiction|Computing, Internet & Digital Media",Money & Jobs|Reference|Short Stories,"Elena Favilli|Rao N,D,V,Prasada|Adhiti Aravind",3.875,4,"Computing, Internet & Digital Media|Literature & Fiction|Children's Books",3,"Children's Books|Literature & Fiction|Computing, Internet & Digital Media"
273603,"Sciences, Technology & Medicine",Mathematics,Shashikant Konkar|NCRT,4.25,2,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
273635,Children's Books,Money & Jobs|Interactive & Activity Books,The Victory Project: Six Steps to Peak Potential Anupam Gupta|Maple Press,4.5,2,Children's Books,1,Children's Books
273640,Exam Preparation,Medical Entrance,ALLEN Expert Faculties,4.0,1,Exam Preparation,1,Exam Preparation
273641,Religion,Islam,Mufti Muhammad Taqi Usmaani,4.5,1,Religion,1,Religion
273647,Business & Economics,Industries,Joy Bhattacharjya,5.0,1,Business & Economics,1,Business & Economics
273648,Business & Economics,Industries,Joy Bhattacharjya,3.5,1,Business & Economics,1,Business & Economics
273678,Exam Preparation,Professional Certification Exams,Srishti Agarwal,3.5,1,Exam Preparation,1,Exam Preparation
273680,Children's Books,Literature & Fiction,Sudha Murty,4.0,1,Children's Books,1,Children's Books
273707,"Fantasy, Horror & Science Fiction|Sports",Horror|Sporting Events & Organisations,Jonathan Sims|Jimmy Anderson,4.0,2,"Fantasy, Horror & Science Fiction|Sports",2,"Fantasy, Horror & Science Fiction|Sports"
273711,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Alex Bond,3.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
273714,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Shunmyo Masuno|Owen Mullen,4.25,2,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
273718,"Children's Books|Business & Economics|Arts, Film & Photography",Industries|Music|Games & Quizzes,Joy Bhattacharjya|Trinity College London|Steve the Noob,4.0,8,"Children's Books|Crafts, Home & Lifestyle|Business & Economics",7,"Children's Books|Business & Economics|Arts, Film & Photography"
273737,"Children's Books|Fantasy, Horror & Science Fiction",Fantasy|Holidays & Celebrations|Education & Reference,J.K. Rowling|Sigal Adler|NCERT,4.166666666666667,3,"Fantasy, Horror & Science Fiction|Children's Books",2,"Children's Books|Fantasy, Horror & Science Fiction"
273751,Children's Books,Geography & Cultures,Rachel Bright,4.5,1,Children's Books,1,Children's Books
273770,Exam Preparation,Polytechnics & ITI,Arihant Experts,4.5,1,Exam Preparation,1,Exam Preparation
273780,Children's Books,Animals & Pets,Eric Carle,5.0,1,Children's Books,1,Children's Books
273783,Children's Books,Literature & Fiction,Om Books Editorial Team,4.5,1,Children's Books,1,Children's Books
273805,"Crafts, Home & Lifestyle|Children's Books|Literature & Fiction","Games & Quizzes|Humour|Crime, Thriller & Mystery",Jeff Kinney|Steve the Noob|Gareth Moore,4.5625,8,"Children's Books|Sciences, Technology & Medicine|Society & Social Sciences",7,"Crafts, Home & Lifestyle|Children's Books|Literature & Fiction"
273806,Law,Tax Law,Dr. Vinod K. Singhania,4.0,1,Law,1,Law
273813,"Children's Books|Computing, Internet & Digital Media|School Books",Holidays & Celebrations|Programming & Software Development|International School Boards,Julia Donaldson|Sam Newman|Oswaal Editorial Board,4.0,7,"School Books|Crafts, Home & Lifestyle|Children's Books",6,"Children's Books|Computing, Internet & Digital Media|School Books"
273820,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,3.0,1,Children's Books,1,Children's Books
273841,Business & Economics,Industries,Simon Johnson,3.0,1,Business & Economics,1,Business & Economics
273849,Literature & Fiction,"Myths, Legends & Sagas",Stephen Fry,4.0,1,Literature & Fiction,1,Literature & Fiction
273857,"Crafts, Home & Lifestyle|Children's Books",Lifestyle & Personal Style Guides|Fantasy,Alex Bond|Rick Riordan,4.0,2,"Children's Books|Crafts, Home & Lifestyle",2,"Crafts, Home & Lifestyle|Children's Books"
273869,Children's Books|Exam Preparation|Medicine & Health Sciences,"Arts, Design and Education Exams|Test Preparation & Review|Growing Up & Facts of Life",Dr. Renu Mishra & EBS Team|Timothy O White BMedSci  MBChB  FRCSEd (Tr & Orth)  MD|Jeff Kinney,4.25,6,Medicine & Health Sciences|Exam Preparation|Children's Books,3,Children's Books|Exam Preparation|Medicine & Health Sciences
273872,Engineering,Electrical & Electronic Engineering,Cheng,4.0,1,Engineering,1,Engineering
273886,Comics & Mangas,Comics,SHALINI SRINIVASAN,4.0,1,Comics & Mangas,1,Comics & Mangas
273895,Children's Books,Holidays & Celebrations,Amy Krouse Rosenthal,4.0,1,Children's Books,1,Children's Books
273905,Children's Books,"Family, Personal & Social Issues|Reference",Tom Percival|Wonder House Books,3.5,2,Children's Books,1,Children's Books
273906,"Children's Books|Comics & Mangas|Computing, Internet & Digital Media",Mangas|Databases & Big Data|Animals & Pets,Hajime Isayama|Jerome Friedman|Eric Carle,4.0625,8,"Computing, Internet & Digital Media|Arts, Film & Photography|Children's Books",5,"Children's Books|Comics & Mangas|Computing, Internet & Digital Media"
273914,Literature & Fiction,Humour,Dolly Alderton,3.5,1,Literature & Fiction,1,Literature & Fiction
273926,Children's Books,Money & Jobs,Medi Houghton,4.5,1,Children's Books,1,Children's Books
273934,Engineering|Children's Books,Electrical & Electronic Engineering|Computers & Technology,Robert Grant|Zack Zombie,4.5,2,Children's Books|Engineering,2,Engineering|Children's Books
273944,Higher Education Textbooks,Computer Science,M. Morris Mano,5.0,1,Higher Education Textbooks,1,Higher Education Textbooks
273950,School Books,International School Boards,Oswaal Editorial Board,4.0,1,School Books,1,School Books
273976,"Children's Books|Crafts, Home & Lifestyle|Fantasy, Horror & Science Fiction",Lifestyle & Personal Style Guides|Horror|Industries,Alex Bond|Jatin Bhasin|Dr Robert Lustig,3.4375,8,"Fantasy, Horror & Science Fiction|Children's Books|Law",6,"Children's Books|Crafts, Home & Lifestyle|Fantasy, Horror & Science Fiction"
273978,"Science & Mathematics|Crafts, Home & Lifestyle|Children's Books",Environmental Studies|Lifestyle & Personal Style Guides|Animals & Pets,Dr. Anil K. Thakur|Fumio Sasaki|Eric Carle,4.166666666666667,3,"Crafts, Home & Lifestyle|Children's Books|Science & Mathematics",3,"Science & Mathematics|Crafts, Home & Lifestyle|Children's Books"
273979,"Children's Books|Exam Preparation|Computing, Internet & Digital Media",Mysteries & Curiosities|Reference|Thrillers and Suspense,Wonder House Books|RPH Editorial Board|Maple Press,4.013888888888889,72,"Crafts, Home & Lifestyle|Exam Preparation|Fantasy, Horror & Science Fiction",17,"Children's Books|Exam Preparation|Computing, Internet & Digital Media"
273993,"Sports|Crafts, Home & Lifestyle|Children's Books","Cycling|Cricket|Handicrafts, Decorative Arts & Crafts",Joe Friel|Zack Zombie|Maple Press,3.9642857142857144,28,"Children's Books|Crafts, Home & Lifestyle|Sports",4,"Sports|Crafts, Home & Lifestyle|Children's Books"
273995,Society & Social Sciences,Anthropology,John Scott,4.0,1,Society & Social Sciences,1,Society & Social Sciences
274004,Children's Books|Literature & Fiction|Business & Economics,Money & Jobs|Growing Up & Facts of Life|Analysis & Strategy,Wonder House Books|Dreamland Publications|Sunil Gurjar,4.07,50,Romance|Literature & Fiction|Comics & Mangas,16,Children's Books|Literature & Fiction|Business & Economics
274009,"Arts, Film & Photography",Theory & Criticism,Career Launcher,4.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
274010,"Computing, Internet & Digital Media",Programming & Software Development,Mark Richards,5.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274017,Exam Preparation,Medical Entrance,Dr. Vipin Kumar Sharma,4.0,1,Exam Preparation,1,Exam Preparation
274042,Higher Education Textbooks,Business & Finance,Alex Hormozi,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
274052,"Fantasy, Horror & Science Fiction|Children's Books|Sports","Horror|Family, Personal & Social Issues|Sporting Events & Organisations",Sri M|Pat Zietlow Miller|Eduardo Galeano,3.6666666666666665,3,"Children's Books|Fantasy, Horror & Science Fiction|Sports",3,"Fantasy, Horror & Science Fiction|Children's Books|Sports"
274056,"Children's Books|Exam Preparation|Crafts, Home & Lifestyle",Medical Entrance|Games & Quizzes|Cinema & Broadcast,Gareth Moore|Wonder House Books|Dr. Vipin Kumar Sharma,4.138888888888889,18,"Crafts, Home & Lifestyle|Computing, Internet & Digital Media|Crime, Thriller & Mystery",10,"Children's Books|Exam Preparation|Crafts, Home & Lifestyle"
274061,"Children's Books|Romance|Sciences, Technology & Medicine",Mysteries & Curiosities|Astronomy|Alpha Male,Wonder House Books|Liz Pichon|J.K. Rowling,4.114457831325301,83,"Biographies, Diaries & True Accounts|Literature & Fiction|Higher Education Textbooks",21,"Children's Books|Romance|Sciences, Technology & Medicine"
274064,Literature & Fiction|Science & Mathematics,"Crime, Thriller & Mystery|Environmental Studies",Oscar Wilde|Kanwaljit Kaur,3.5,2,Literature & Fiction|Science & Mathematics,2,Literature & Fiction|Science & Mathematics
274099,Children's Books,"Fairy Tales, Folk Tales & Myths",Wonder House Books,3.5,1,Children's Books,1,Children's Books
274105,Children's Books,Mysteries & Curiosities,Rick Riordan,4.5,1,Children's Books,1,Children's Books
274111,"Biographies, Diaries & True Accounts|Exam Preparation|Computing, Internet & Digital Media","Biographies & Autobiographies|Arts, Design and Education Exams|Internet & Social Media",EduGorilla Prep Experts|Gregory Zuckerman|Gulzar (In conversation with Nasreen Munni Kabir),3.8333333333333335,6,"Exam Preparation|Computing, Internet & Digital Media|Biographies, Diaries & True Accounts",4,"Biographies, Diaries & True Accounts|Exam Preparation|Computing, Internet & Digital Media"
274117,Exam Preparation,Medical Entrance,MTG Editorial Board,3.5,1,Exam Preparation,1,Exam Preparation
274120,Literature & Fiction|Sports|Children's Books,Humour|Sporting Events & Organisations|Animals & Pets,Prince Vincent|Jimmy Anderson|Eric Carle,4.666666666666667,3,Sports|Children's Books|Literature & Fiction,3,Literature & Fiction|Sports|Children's Books
274124,"Arts, Film & Photography",Theory & Criticism,Rashid Yasin,3.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
274135,"Health, Family & Personal Development|Children's Books","Self-Help|Games, Toys & Activities",Dale Carnegie|Wonder House Books,4.25,2,"Health, Family & Personal Development|Children's Books",2,"Health, Family & Personal Development|Children's Books"
274139,Children's Books,Mysteries & Curiosities,Enid Blyton,4.0,1,Children's Books,1,Children's Books
274140,Children's Books,"Games, Toys & Activities",Wonder House Books,3.0,1,Children's Books,1,Children's Books
274142,Children's Books,Humour,Jeff Kinney,3.5,1,Children's Books,1,Children's Books
274144,Children's Books,Animals & Pets,Julia Donaldson,3.5,1,Children's Books,1,Children's Books
274163,Children's Books,"Games, Toys & Activities",Wonder House Books,4.0,1,Children's Books,1,Children's Books
274167,"Computing, Internet & Digital Media",Computer Science,Roger Penrose,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274191,"Sciences, Technology & Medicine",Mathematics,NCRT,3.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
274194,Romance,Multicultural & Interracial,Eva  Winners,5.0,1,Romance,1,Romance
274199,Literature & Fiction|Children's Books,Humour|Religion,ஷேஹா ஸகி Shehazaki|Maple Press,4.5,2,Literature & Fiction|Children's Books,2,Literature & Fiction|Children's Books
274207,"Computing, Internet & Digital Media",Operating Systems,Asghar Ghori,3.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274215,Literature & Fiction,"Crime, Thriller & Mystery",Arthur Conan Doyle,5.0,1,Literature & Fiction,1,Literature & Fiction
274220,"Children's Books|Biographies, Diaries & True Accounts|Arts, Film & Photography",Animals & Pets|Biographies & Autobiographies|Music,Eric Carle|Jaun Elia|ABRSM Publication,4.666666666666667,3,"Arts, Film & Photography|Children's Books|Biographies, Diaries & True Accounts",3,"Children's Books|Biographies, Diaries & True Accounts|Arts, Film & Photography"
274226,Children's Books,Holidays & Celebrations,Sigal Adler,3.5,1,Children's Books,1,Children's Books
274227,Exam Preparation,Polytechnics & ITI,DK Upadhyay,4.0,1,Exam Preparation,1,Exam Preparation
274242,"Health, Family & Personal Development",Personal Transformation,Robert Greene,4.5,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
274260,Science & Mathematics,Environmental Studies,PURNIMA DAS,3.0,1,Science & Mathematics,1,Science & Mathematics
274263,Children's Books,Animals & Pets,Eric Carle,4.0,1,Children's Books,1,Children's Books
274277,"Crime, Thriller & Mystery",Thrillers and Suspense,Tarun Mehrishi,5.0,1,"Crime, Thriller & Mystery",1,"Crime, Thriller & Mystery"
274284,History,Biographies & Autobiographies,William H. McRaven,3.5,1,History,1,History
274289,Children's Books,"Cars, Trains & Things That Go",Wonder House Books,4.5,1,Children's Books,1,Children's Books
274301,"Children's Books|Romance|Fantasy, Horror & Science Fiction",Mysteries & Curiosities|Small Town Romance|Reference,Wonder House Books|Jeff Kinney|Om Books Editorial Team,4.273584905660377,53,"Higher Education Textbooks|Language, Linguistics & Writing|Religion",17,"Children's Books|Romance|Fantasy, Horror & Science Fiction"
274305,Children's Books,"Science, Nature & Technology",Wonder House Books,3.5,1,Children's Books,1,Children's Books
274308,"Children's Books|Computing, Internet & Digital Media|Comics & Mangas",Computer Science|Mangas|Databases & Big Data,Wonder House Books|Multiple Writers|Rick Riordan,4.019607843137255,204,"Science & Mathematics|Business & Economics|Arts, Film & Photography",23,"Children's Books|Computing, Internet & Digital Media|Comics & Mangas"
274319,History|Exam Preparation,"Biographies & Autobiographies|Arts, Design and Education Exams",Paramahansa Yogananda|NIMISH MADAN,4.25,2,Exam Preparation|History,2,History|Exam Preparation
274325,"Children's Books|Computing, Internet & Digital Media|Comics & Mangas","Fantasy, Science Fiction & Horror|Comics|Industries",Wonder House Books|J.K. Rowling|Rajani Thindiath,4.12,25,Medicine & Health Sciences|Romance|Comics & Mangas,10,"Children's Books|Computing, Internet & Digital Media|Comics & Mangas"
274327,Business & Economics,Economics,Benjamin Graham,3.5,1,Business & Economics,1,Business & Economics
274338,"Fantasy, Horror & Science Fiction|School Books",Horror|International School Boards,Erin Morgenstern|Jennise K|Helen Reynolds,3.8333333333333335,3,"School Books|Fantasy, Horror & Science Fiction",2,"Fantasy, Horror & Science Fiction|School Books"
274361,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,4.0,1,Children's Books,1,Children's Books
274363,"Children's Books|Crime, Thriller & Mystery|Law",Language Learning|Thrillers and Suspense|Tax Law,Wonder House Books|செவத்த சிங்காரி|Taxmann,3.6,5,"Law|Crime, Thriller & Mystery|Computing, Internet & Digital Media",4,"Children's Books|Crime, Thriller & Mystery|Law"
274380,Children's Books|Exam Preparation|Literature & Fiction,Medical Entrance|Classic Fiction|New Adult & College,Dr. Vipin Kumar Sharma|Murty Sudha|T L Swan,4.25,8,Romance|Literature & Fiction|Engineering,7,Children's Books|Exam Preparation|Literature & Fiction
274383,Sports,Field Sports,Andrew Tarasio,4.5,1,Sports,1,Sports
274393,Children's Books|Exam Preparation|Business & Economics,"Arts, Design and Education Exams|Language Learning|Humour",Dr. Renu Mishra & EBS Team|Faye Berryman & Phillip O'Carroll|Jeff Kinney,4.428571428571429,7,Romance|Exam Preparation|Children's Books,4,Children's Books|Exam Preparation|Business & Economics
274400,"Romance|Crafts, Home & Lifestyle","Paranormal|Handicrafts, Decorative Arts & Crafts",Travis Klune|Beth Kempton,4.0,2,"Crafts, Home & Lifestyle|Romance",2,"Romance|Crafts, Home & Lifestyle"
274414,Literature & Fiction,Humour,Liz Pichon,5.0,1,Literature & Fiction,1,Literature & Fiction
274418,"Computing, Internet & Digital Media|Literature & Fiction|Health, Family & Personal Development",Network Administration|Humour|Personal Transformation,Adrian Ling|Rajani Thindiath|Robin Sharma,3.8333333333333335,3,"Computing, Internet & Digital Media|Health, Family & Personal Development|Literature & Fiction",3,"Computing, Internet & Digital Media|Literature & Fiction|Health, Family & Personal Development"
274420,"Arts, Film & Photography",Theater & Ballet,Denise Stone,4.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
274421,Children's Books,Money & Jobs,Raj Abhisar Agarwal,5.0,1,Children's Books,1,Children's Books
274422,Romance,Small Town Romance,Lyla Sage,4.5,1,Romance,1,Romance
274423,"Fantasy, Horror & Science Fiction|Romance|School Books",Horror|Multicultural & Interracial|Sports,Jonathan Sims|Sri M|Eva  Winners,3.8333333333333335,6,"Children's Books|Romance|Fantasy, Horror & Science Fiction",4,"Fantasy, Horror & Science Fiction|Romance|School Books"
274428,Children's Books,Traditional Stories,Maple Press,4.5,1,Children's Books,1,Children's Books
274433,Children's Books,Reference,"Veena Aggarwal, R S; Aggarwal",3.5,1,Children's Books,1,Children's Books
274435,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,5.0,1,Children's Books,1,Children's Books
274441,Business & Economics,Industries,Joy Bhattacharjya,4.0,1,Business & Economics,1,Business & Economics
274466,Engineering|Exam Preparation|Higher Education Textbooks,Electrical & Electronic Engineering|Medical Entrance|Social Sciences,Dr. Vipin Kumar Sharma|Christopher M. Bishop|Coco Mellors,3.25,6,Engineering|Higher Education Textbooks|Children's Books,5,Engineering|Exam Preparation|Higher Education Textbooks
274489,Religion,Islam,Mufti Muhammad Taqi Usmaani,4.0,1,Religion,1,Religion
274493,"Computing, Internet & Digital Media",Databases & Big Data,Md Pulok,3.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274503,"Computing, Internet & Digital Media",Operating Systems,Linus Torvalds,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274506,Children's Books,Comics & Graphic Novels,Jeff Kinney,4.5,1,Children's Books,1,Children's Books
274512,Religion,Jainism,K.C. Lalwani,3.5,1,Religion,1,Religion
274546,Children's Books,Money & Jobs,Pritam Patil,3.5,1,Children's Books,1,Children's Books
274549,"Children's Books|Crafts, Home & Lifestyle|Romance",Mysteries & Curiosities|Games & Quizzes|Growing Up & Facts of Life,Wonder House Books|J.K. Rowling|Team Pegasus,4.035714285714286,28,"Health, Family & Personal Development|Literature & Fiction|Romance",8,"Children's Books|Crafts, Home & Lifestyle|Romance"
274605,Literature & Fiction,"Crime, Thriller & Mystery",Chetan Bhagat,3.0,1,Literature & Fiction,1,Literature & Fiction
274609,Sports|Romance,"Enemies to Lovers|Pool, Billiards & Snooker|Softball",Catharina Maura|efuyamashobo|Nikaido Yutaka,3.5,3,Romance|Sports,2,Sports|Romance
274616,Children's Books,"Family, Personal & Social Issues",Sonalika CSR,3.5,1,Children's Books,1,Children's Books
274618,Children's Books|Romance|Sports,"Family, Personal & Social Issues|Romantic Comedy|Mysteries & Curiosities",Sonalika CSR|BHAVANA SINGH|Enid Blyton,4.4,5,Children's Books|Sports|Romance,3,Children's Books|Romance|Sports
274624,Comics & Mangas,Mangas,Multiple Writers,4.0,1,Comics & Mangas,1,Comics & Mangas
274633,Children's Books,"Family, Personal & Social Issues",Chetan Bhagat,4.0,1,Children's Books,1,Children's Books
274634,"Literature & Fiction|Religion|Crime, Thriller & Mystery",Short Stories|Jainism|Thrillers and Suspense,Kaira Pal|Akshat Gupta|EMILY HENRY,3.7857142857142856,7,"Children's Books|Crime, Thriller & Mystery|Religion",6,"Literature & Fiction|Religion|Crime, Thriller & Mystery"
274637,Literature & Fiction|History|Children's Books,"Crime, Thriller & Mystery|Ancient|Religion",Oscar Wilde|Ratneshwar|Maple Press,4.5,3,History|Children's Books|Literature & Fiction,3,Literature & Fiction|History|Children's Books
274644,Medicine & Health Sciences,Nursing,PR Yadav,4.0,1,Medicine & Health Sciences,1,Medicine & Health Sciences
274648,"Computing, Internet & Digital Media",Operating Systems,Felix Alvaro,3.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274656,Higher Education Textbooks|Children's Books|Exam Preparation,Social Sciences|Holidays & Celebrations|Professional Certification Exams,Ernesto ‘Che’ Guevara|Peppa Pig|Disha Experts,4.25,6,"Exam Preparation|Children's Books|Health, Family & Personal Development",6,Higher Education Textbooks|Children's Books|Exam Preparation
274680,Religion,Islam,Maulana Qari Faheemuddin Ahmed Siddiqui,3.5,1,Religion,1,Religion
274692,Children's Books,"Crafts, Hobbies & Practical Interests|Language Learning|Growing Up & Facts of Life",Dreamland Publications|Jolly Kids|Cori Doerrfeld,3.5,3,Children's Books,1,Children's Books
274703,Literature & Fiction,Short Stories,Bhavna Goyal,3.5,1,Literature & Fiction,1,Literature & Fiction
274718,Business & Economics,Economics,Benjamin Graham,4.5,1,Business & Economics,1,Business & Economics
274720,"Computing, Internet & Digital Media",Network Administration,Knowledge Powerhouse,5.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
274722,Children's Books,Holidays & Celebrations,Peppa Pig,4.0,1,Children's Books,1,Children's Books
274724,Science & Mathematics,Biology & Life Sciences,Harini Nagendra,3.5,1,Science & Mathematics,1,Science & Mathematics
274743,Children's Books,Humour,Jeff Kinney,4.5,1,Children's Books,1,Children's Books
274744,Children's Books,Mysteries & Curiosities,Om Books Editorial Team,3.0,1,Children's Books,1,Children's Books
274769,"Crime, Thriller & Mystery",Thrillers and Suspense,Akshat Gupta|Ashwin Sanghi|Chetan Bhagat,4.666666666666667,3,"Crime, Thriller & Mystery",1,"Crime, Thriller & Mystery"
274772,Medicine & Health Sciences|History|Sports,Test Preparation & Review|Ancient|Cycling,Biswas G.|Sanjeev Sanyal|Sara Dykman,4.25,4,Exam Preparation|Sports|Medicine & Health Sciences,4,Medicine & Health Sciences|History|Sports
274779,Literature & Fiction|Romance|Exam Preparation,Classic Fiction|Multicultural & Interracial|Polytechnics & ITI,Murty Sudha|Eva  Winners|T.Samaya Murali,3.8333333333333335,3,Exam Preparation|Literature & Fiction|Romance,3,Literature & Fiction|Romance|Exam Preparation
274803,"Children's Books|Business & Economics|Biographies, Diaries & True Accounts",Animals & Pets|Education & Reference|Analysis & Strategy,Eric Carle|Wonder House Books|William H. McRaven,4.375,4,"Biographies, Diaries & True Accounts|Business & Economics|Children's Books",3,"Children's Books|Business & Economics|Biographies, Diaries & True Accounts"
274808,Children's Books|Sports|Exam Preparation,"Comics|Arts, Design and Education Exams|Holidays & Celebrations",Wonder House Books|Dr. Renu Mishra & EBS Team|Compiled by Maple Press,4.04054054054054,37,"Medicine & Health Sciences|Crafts, Home & Lifestyle|Exam Preparation",15,Children's Books|Sports|Exam Preparation
274812,Children's Books,"Fairy Tales, Folk Tales & Myths",Rick Riordan,3.5,1,Children's Books,1,Children's Books
274816,Children's Books,Holidays & Celebrations,Om Books Editorial Team,4.5,1,Children's Books,1,Children's Books
274823,"Crafts, Home & Lifestyle|Computing, Internet & Digital Media|Law",Games & Quizzes|Computer Science|Tax Law,Bobby Fischer|Roger Penrose|Indian Institute of Banking & Finance,4.125,4,"Computing, Internet & Digital Media|Crafts, Home & Lifestyle|Law",4,"Crafts, Home & Lifestyle|Computing, Internet & Digital Media|Law"
274856,Children's Books,Animals & Pets,Eric Carle,4.5,1,Children's Books,1,Children's Books
274873,Business & Economics,Economics,Monika Halan,3.0,1,Business & Economics,1,Business & Economics
274878,Higher Education Textbooks|Business & Economics,Engineering Textbooks|Analysis & Strategy,MATTHES ERIC|Ravi Patel,3.25,2,Higher Education Textbooks|Business & Economics,2,Higher Education Textbooks|Business & Economics
274880,Children's Books,"Holidays & Celebrations|Games, Toys & Activities",Elisa Anderson|Jeff Kinney,4.75,2,Children's Books,1,Children's Books
274881,"Children's Books|Higher Education Textbooks|Health, Family & Personal Development",Computer Science|Education & Reference|Self-Help,Narasimha Karumanchi|Wonder House Books|Ichiro Kishimi and Fumitake Koga,4.5,4,"Health, Family & Personal Development|Children's Books|Higher Education Textbooks",3,"Children's Books|Higher Education Textbooks|Health, Family & Personal Development"
274894,Children's Books,Language Learning,Maple Press,3.5,1,Children's Books,1,Children's Books
274895,Children's Books,Holidays & Celebrations,Geronimo Stilton,5.0,1,Children's Books,1,Children's Books
274924,Business & Economics,Industries,Joy Bhattacharjya,4.0,1,Business & Economics,1,Business & Economics
274925,"Children's Books|Arts, Film & Photography|Crafts, Home & Lifestyle",Language Learning|Cinema & Broadcast|Games & Quizzes,Wonder House Books|Arthur Conan Doyle|Steve the Noob,4.333333333333333,3,"Children's Books|Crafts, Home & Lifestyle|Arts, Film & Photography",3,"Children's Books|Arts, Film & Photography|Crafts, Home & Lifestyle"
274932,"Crafts, Home & Lifestyle|Fantasy, Horror & Science Fiction",Lifestyle & Personal Style Guides|Horror,Alex Bond|sharad puranik,4.0,2,"Fantasy, Horror & Science Fiction|Crafts, Home & Lifestyle",2,"Crafts, Home & Lifestyle|Fantasy, Horror & Science Fiction"
274973,Exam Preparation,Polytechnics & ITI,Arihant Experts,4.5,1,Exam Preparation,1,Exam Preparation
274979,Children's Books,"Crafts, Hobbies & Practical Interests",Dreamland Publications,3.0,1,Children's Books,1,Children's Books
274983,Business & Economics|Romance|Exam Preparation,Industries|New Adult & College|Polytechnics & ITI,"Chris Miller|EMILY HENRY|Sanjeev Dixit Dr. Ajay Kumar , Nirmal Pandey ",4.5,3,Business & Economics|Exam Preparation|Romance,3,Business & Economics|Romance|Exam Preparation
275010,"Fantasy, Horror & Science Fiction",Fantasy,Amish Tripathi,4.0,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
275020,"Children's Books|Literature & Fiction|Arts, Film & Photography",Humour|History|Music,James N. Yanez|Subhadra Sen Gupta|Dr. Tejsingh Taak,4.3,10,"Science & Mathematics|Children's Books|Arts, Film & Photography",7,"Children's Books|Literature & Fiction|Arts, Film & Photography"
275031,Children's Books,Holidays & Celebrations,Julia Donaldson,4.0,1,Children's Books,1,Children's Books
275050,"Medicine & Health Sciences|Health, Family & Personal Development|Exam Preparation",Test Preparation & Review|Self-Help|Medical Entrance,Capt Basavaraj AP|Deepinder Goyal|ALLEN Expert Faculties,3.5,3,"Exam Preparation|Medicine & Health Sciences|Health, Family & Personal Development",3,"Medicine & Health Sciences|Health, Family & Personal Development|Exam Preparation"
275074,Children's Books|Politics,"International Relations & Globalization|Crafts, Hobbies & Practical Interests|Growing Up & Facts of Life",Jack Farchy|Team Pegasus|Illustrated by Eulalia Rosa,4.5,3,Politics|Children's Books,2,Children's Books|Politics
